"","otu","order","family","genus","species","pident","volcano","site","sitePlot","plant","smplUnit","time.SmplUnit","abundance","Lat1","Long1","horizontalDatum","flowAgeMin","flowAgeMax","predict","spp","n_delim"
"300","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,6,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_135",28
"301","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,11,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_135",28
"302","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Kilauea","treePlanting","treePlanting_03","Groundfern","treePlanting_03_Groundfern",90,5,19.663327,-155.278665,"NAD83",133,133,"endemic","Araneae_135",28
"303","OTU558","Araneae","Theridiidae","Cryptachaea","veruculata",99.761,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,140,19.664377,-155.279919,"NAD83",133,133,"introduced","Araneae_36",4
"304","OTU558","Araneae","Theridiidae","Cryptachaea","veruculata",99.761,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,14,19.664982,-155.277783,"NAD83",133,133,"introduced","Araneae_36",4
"305","OTU558","Araneae","Theridiidae","Cryptachaea","veruculata",99.761,"Kilauea","treePlanting","treePlanting_03","Dicranopteris","treePlanting_03_Dicranopteris",90,6,19.663327,-155.278665,"NAD83",133,133,"introduced","Araneae_36",4
"306","OTU558","Araneae","Theridiidae","Cryptachaea","veruculata",99.761,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,87,19.663327,-155.278665,"NAD83",133,133,"introduced","Araneae_36",4
"307","OTU558","Araneae","Theridiidae","Cryptachaea","veruculata",99.761,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,138,19.664081,-155.276941,"NAD83",133,133,"introduced","Araneae_36",4
"308","OTU558","Araneae","Theridiidae","Cryptachaea","veruculata",99.761,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,6,19.661988,-155.277445,"NAD83",133,133,"introduced","Araneae_36",4
"309","OTU570","Araneae","Araneidae","Araneus","omnicolor",90.431,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,25,19.664377,-155.279919,"NAD83",133,133,"introduced","Araneae_37",11
"310","OTU570","Araneae","Araneidae","Araneus","omnicolor",90.431,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,115,19.664982,-155.277783,"NAD83",133,133,"introduced","Araneae_37",11
"311","OTU570","Araneae","Araneidae","Araneus","omnicolor",90.431,"Kilauea","treePlanting","treePlanting_02","Styphelia","treePlanting_02_Styphelia",11,48,19.664982,-155.277783,"NAD83",133,133,"introduced","Araneae_37",11
"312","OTU570","Araneae","Araneidae","Araneus","omnicolor",90.431,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,34,19.663327,-155.278665,"NAD83",133,133,"introduced","Araneae_37",11
"313","OTU570","Araneae","Araneidae","Araneus","omnicolor",90.431,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,58,19.664081,-155.276941,"NAD83",133,133,"introduced","Araneae_37",11
"314","OTU570","Araneae","Araneidae","Araneus","omnicolor",90.431,"Kilauea","treePlanting","treePlanting_04","Styphelia","treePlanting_04_Styphelia",23,6,19.664081,-155.276941,"NAD83",133,133,"introduced","Araneae_37",11
"315","OTU570","Araneae","Araneidae","Araneus","omnicolor",90.431,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,111,19.661988,-155.277445,"NAD83",133,133,"introduced","Araneae_37",11
"316","OTU570","Araneae","Araneidae","Araneus","omnicolor",90.431,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,16,19.66275,-155.275787,"NAD83",133,133,"introduced","Araneae_37",11
"317","OTU582","Araneae","Tetragnathidae","Tetragnatha","quasimodo",96.411,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,5,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_71",1
"318","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,8,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_93",1
"319","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Kilauea","treePlanting","treePlanting_02","Groundfern","treePlanting_02_Groundfern",228,5,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_93",1
"320","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Kilauea","treePlanting","treePlanting_05","Dicranopteris","treePlanting_05_Dicranopteris",71,37,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_93",1
"321","OTU65","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.282,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,16,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_65",9
"322","OTU651","Araneae","Tetragnathidae","Tetragnatha","acuta",99.761,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,13,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_10",11
"323","OTU651","Araneae","Tetragnathidae","Tetragnatha","acuta",99.761,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,10,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_10",11
"324","OTU682","Araneae","Thomisidae","Mecaphesa","facunda",99.761,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,99,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_95",10
"325","OTU682","Araneae","Thomisidae","Mecaphesa","facunda",99.761,"Kilauea","treePlanting","treePlanting_02","Styphelia","treePlanting_02_Styphelia",11,87,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_95",10
"326","OTU682","Araneae","Thomisidae","Mecaphesa","facunda",99.761,"Kilauea","treePlanting","treePlanting_05","Styphelia","treePlanting_05_Styphelia",90,174,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_95",10
"327","OTU682","Araneae","Thomisidae","Mecaphesa","facunda",99.761,"Kilauea","treePlanting","treePlanting_05","Vaccinium","treePlanting_05_Vaccinium",40,20,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_95",10
"328","OTU684","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,29,19.664377,-155.279919,"NAD83",133,133,"introduced","Araneae_36",4
"329","OTU684","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Kilauea","treePlanting","treePlanting_01","Styphelia","treePlanting_01_Styphelia",40,6,19.664377,-155.279919,"NAD83",133,133,"introduced","Araneae_36",4
"330","OTU684","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,84,19.663327,-155.278665,"NAD83",133,133,"introduced","Araneae_36",4
"331","OTU684","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,109,19.664081,-155.276941,"NAD83",133,133,"introduced","Araneae_36",4
"332","OTU684","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,79,19.661988,-155.277445,"NAD83",133,133,"introduced","Araneae_36",4
"333","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,17,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_65",9
"334","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,202,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_65",9
"335","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,62,19.664081,-155.276941,"NAD83",133,133,"endemic","Araneae_65",9
"336","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,25,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_65",9
"337","OTU778","Araneae","Araneidae","Cyclosa","simplicauda",99.522,"Kilauea","treePlanting","treePlanting_06","Dicranopteris","treePlanting_06_Dicranopteris",52,8,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_48",14
"338","OTU806","Araneae","Philodromidae","Pagiopalus","nigriventris",98.325,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,8,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_98",13
"339","OTU893","Araneae","Araneidae","Araneus","omnicolor",90.191,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,24,19.664982,-155.277783,"NAD83",133,133,"introduced","Araneae_37",11
"340","OTU893","Araneae","Araneidae","Araneus","omnicolor",90.191,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,47,19.664081,-155.276941,"NAD83",133,133,"introduced","Araneae_37",11
"341","OTU90","Araneae","Tetragnathidae","Tetragnatha","Stardust",99.522,"Kilauea","treePlanting","treePlanting_01","Groundfern","treePlanting_01_Groundfern",114,14,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_135",28
"342","OTU90","Araneae","Tetragnathidae","Tetragnatha","Stardust",99.522,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,10,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_135",28
"343","OTU92","Araneae","Tetragnathidae","Tetragnatha","quasimodo",100,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,18,19.664081,-155.276941,"NAD83",133,133,"endemic","Araneae_65",9
"344","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,15,19.663327,-155.278665,"NAD83",133,133,"introduced","Trombidiformes_18",3
"345","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Kilauea","treePlanting","treePlanting_05","Vaccinium","treePlanting_05_Vaccinium",40,43,19.661988,-155.277445,"NAD83",133,133,"introduced","Trombidiformes_18",3
"346","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Kilauea","treePlanting","treePlanting_06","Vaccinium","treePlanting_06_Vaccinium",16,19,19.66275,-155.275787,"NAD83",133,133,"introduced","Trombidiformes_18",3
"347","OTU963","Araneae","Linyphiidae","Erigone","psychrophila",91.525,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,7,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_123",12
"348","OTU963","Araneae","Linyphiidae","Erigone","psychrophila",91.525,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,5,19.663327,-155.278665,"NAD83",133,133,"endemic","Araneae_123",12
"349","OTU963","Araneae","Linyphiidae","Erigone","psychrophila",91.525,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,11,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_123",12
"350","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_01","Dicranopteris","treePlanting_01_Dicranopteris",40,400,19.664377,-155.279919,"NAD83",133,133,"introduced","Trombidiformes_36",4
"351","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_01","Groundfern","treePlanting_01_Groundfern",114,406,19.664377,-155.279919,"NAD83",133,133,"introduced","Trombidiformes_36",4
"352","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,721,19.664377,-155.279919,"NAD83",133,133,"introduced","Trombidiformes_36",4
"353","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_02","Groundfern","treePlanting_02_Groundfern",228,57,19.664982,-155.277783,"NAD83",133,133,"introduced","Trombidiformes_36",4
"354","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_03","Dicranopteris","treePlanting_03_Dicranopteris",90,37,19.663327,-155.278665,"NAD83",133,133,"introduced","Trombidiformes_36",4
"355","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,269,19.663327,-155.278665,"NAD83",133,133,"introduced","Trombidiformes_36",4
"356","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_04","Groundfern","treePlanting_04_Groundfern",55,5,19.664081,-155.276941,"NAD83",133,133,"introduced","Trombidiformes_36",4
"357","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_05","Dicranopteris","treePlanting_05_Dicranopteris",71,80,19.661988,-155.277445,"NAD83",133,133,"introduced","Trombidiformes_36",4
"358","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,120,19.661988,-155.277445,"NAD83",133,133,"introduced","Trombidiformes_36",4
"359","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_05","Styphelia","treePlanting_05_Styphelia",90,25,19.661988,-155.277445,"NAD83",133,133,"introduced","Trombidiformes_36",4
"360","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_05","Vaccinium","treePlanting_05_Vaccinium",40,39,19.661988,-155.277445,"NAD83",133,133,"introduced","Trombidiformes_36",4
"361","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_06","Dicranopteris","treePlanting_06_Dicranopteris",52,6,19.66275,-155.275787,"NAD83",133,133,"introduced","Trombidiformes_36",4
"362","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_06","Groundfern","treePlanting_06_Groundfern",158,133,19.66275,-155.275787,"NAD83",133,133,"introduced","Trombidiformes_36",4
"363","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,68,19.66275,-155.275787,"NAD83",133,133,"introduced","Trombidiformes_36",4
"364","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Kilauea","treePlanting","treePlanting_06","Vaccinium","treePlanting_06_Vaccinium",16,13,19.66275,-155.275787,"NAD83",133,133,"introduced","Trombidiformes_36",4
"365","OTU994","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,21,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_61",12
"366","OTU994","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,6,19.663327,-155.278665,"NAD83",133,133,"endemic","Araneae_61",12
"367","OTU994","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_05","Coprosma","treePlanting_05_Coprosma",14,12,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_61",12
"368","OTU994","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_05","Dicranopteris","treePlanting_05_Dicranopteris",71,36,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_61",12
"369","OTU994","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,31,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_61",12
"370","OTU994","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_05","Vaccinium","treePlanting_05_Vaccinium",40,25,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_61",12
"371","OTU994","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_06","Groundfern","treePlanting_06_Groundfern",158,45,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_61",12
"372","OTU994","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,50,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_61",12
"373","OTU1012","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.761,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,6,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_34",5
"374","OTU1019","Araneae","Tetragnathidae","Tetragnatha","obscura",99.761,"Kilauea","escape","escape_87","Dicranopteris","escape_87_Dicranopteris",400,167,19.3769125,-155.2169597,"NAD83",200,400,"endemic","Araneae_43",8
"375","OTU1051","Araneae","Linyphiidae","Lasiargus",NA,87.589,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,34,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_74",9
"376","OTU1051","Araneae","Linyphiidae","Lasiargus",NA,87.589,"Kilauea","escape","escape_90","Dicranopteris","escape_90_Dicranopteris",403,30,19.3768154,-155.2197374,"NAD83",200,400,"endemic","Araneae_74",9
"377","OTU1060","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.565,"Kilauea","escape","escape_87","Dicranopteris","escape_87_Dicranopteris",400,8,19.3769125,-155.2169597,"NAD83",200,400,"endemic","Araneae_69",1
"378","OTU1092","Araneae","Araneidae","Cyclosa","Tree",100,"Kilauea","escape","escape_04","Dicranopteris","escape_04_Dicranopteris",330,10,19.37484,-155.222518,"NAD83",200,400,"endemic","Araneae_48",14
"379","OTU1147","Araneae","Tetragnathidae","Tetragnatha","obscura",99.761,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,15,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_43",8
"380","OTU1147","Araneae","Tetragnathidae","Tetragnatha","obscura",99.761,"Kilauea","escape","escape_04","Coprosma","escape_04_Coprosma",60,30,19.37484,-155.222518,"NAD83",200,400,"endemic","Araneae_43",8
"381","OTU1147","Araneae","Tetragnathidae","Tetragnatha","obscura",99.761,"Kilauea","escape","escape_90","Dicranopteris","escape_90_Dicranopteris",403,70,19.3768154,-155.2197374,"NAD83",200,400,"endemic","Araneae_43",8
"382","OTU1181","Araneae","Linyphiidae","Erigone","psychrophila",91.768,"Kilauea","escape","escape_04","Dicranopteris","escape_04_Dicranopteris",330,5,19.37484,-155.222518,"NAD83",200,400,"endemic","Araneae_123",12
"383","OTU1187","Araneae","Tetragnathidae","Tetragnatha","obscura",99.761,"Kilauea","escape","escape_04","Coprosma","escape_04_Coprosma",60,26,19.37484,-155.222518,"NAD83",200,400,"endemic","Araneae_43",8
"384","OTU1230","Araneae","Thomisidae","Mecaphesa","discreta",98.801,"Kilauea","escape","escape_90","Ilex","escape_90_Ilex",27,5,19.3768154,-155.2197374,"NAD83",200,400,"endemic","Araneae_96",12
"385","OTU1252","Araneae","Tetragnathidae","Tetragnatha","Stardust",99.522,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,6,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_135",28
"386","OTU1280","Araneae","Theridiidae","Parasteatoda","tepidariorum",100,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,32,19.375031,-155.2172007,"NAD83",200,400,"introduced","Araneae_15",2
"387","OTU1280","Araneae","Theridiidae","Parasteatoda","tepidariorum",100,"Kilauea","escape","escape_90","Ilex","escape_90_Ilex",27,5,19.3768154,-155.2197374,"NAD83",200,400,"introduced","Araneae_15",2
"388","OTU129","Araneae","Cheiracanthiidae","Cheiracanthium",NA,99.761,"Kilauea","escape","escape_04","Dicranopteris","escape_04_Dicranopteris",330,12,19.37484,-155.222518,"NAD83",200,400,"introduced","Araneae_17",3
"389","OTU134","Araneae","Tetragnathidae","Tetragnatha","hawaiensis",98.804,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,60,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_9",8
"390","OTU1344","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.321,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,15,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_74",9
"391","OTU1344","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.321,"Kilauea","escape","escape_04","Dicranopteris","escape_04_Dicranopteris",330,33,19.37484,-155.222518,"NAD83",200,400,"endemic","Araneae_74",9
"392","OTU1353","Araneae","Linyphiidae","Agyneta","decorata",89.209,"Kilauea","escape","escape_90","Dicranopteris","escape_90_Dicranopteris",403,9,19.3768154,-155.2197374,"NAD83",200,400,"endemic","Araneae_41",6
"393","OTU1354","Araneae","Philodromidae","Pagiopalus","nigriventris",97.608,"Kilauea","escape","escape_90","Dicranopteris","escape_90_Dicranopteris",403,10,19.3768154,-155.2197374,"NAD83",200,400,"endemic","Araneae_100",3
"394","OTU138","Araneae","Tetragnathidae","Tetragnatha","maka",100,"Kilauea","escape","escape_90","Dicranopteris","escape_90_Dicranopteris",403,6,19.3768154,-155.2197374,"NAD83",200,400,"endemic","Araneae_18",5
"395","OTU1409","Araneae","Tetragnathidae","Tetragnatha","acuta",90.323,"Kilauea","escape","escape_87","Dicranopteris","escape_87_Dicranopteris",400,5,19.3769125,-155.2169597,"NAD83",200,400,"endemic","Araneae_119",1
"396","OTU141","Araneae","Linyphiidae","Spirembolus","abnormis",86.396,"Kilauea","escape","escape_06","Dicranopteris","escape_06_Dicranopteris",334,10,19.3748318,-155.2201959,"NAD83",200,400,"endemic","Araneae_75",1
"397","OTU1421","Araneae","Tetragnathidae","Tetragnatha","obscura",97.608,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,29,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_43",8
"398","OTU1437","Araneae","Tetragnathidae","Tetragnatha","perkinsi",99.522,"Kilauea","escape","escape_87","Dicranopteris","escape_87_Dicranopteris",400,6,19.3769125,-155.2169597,"NAD83",200,400,"endemic","Araneae_87",8
"399","OTU146","Araneae","Tetragnathidae","Tetragnatha","pilosa",99.522,"Kilauea","escape","escape_90","Dicranopteris","escape_90_Dicranopteris",403,6,19.3768154,-155.2197374,"NAD83",200,400,"endemic","Araneae_29",4
"400","OTU1470","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,6,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_61",12
"401","OTU1470","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","escape","escape_06","Dicranopteris","escape_06_Dicranopteris",334,15,19.3748318,-155.2201959,"NAD83",200,400,"endemic","Araneae_61",12
"402","OTU1470","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","escape","escape_87","Dicranopteris","escape_87_Dicranopteris",400,29,19.3769125,-155.2169597,"NAD83",200,400,"endemic","Araneae_61",12
"403","OTU1470","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","escape","escape_90","Dicranopteris","escape_90_Dicranopteris",403,45,19.3768154,-155.2197374,"NAD83",200,400,"endemic","Araneae_61",12
"404","OTU1524","Araneae","Thomisidae","Mecaphesa","anguliventris",97.778,"Kilauea","escape","escape_87","Dicranopteris","escape_87_Dicranopteris",400,16,19.3769125,-155.2169597,"NAD83",200,400,"endemic","Araneae_142",7
"405","OTU159","Araneae","Philodromidae","Pagiopalus","nigriventris",98.086,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,73,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_98",13
"406","OTU159","Araneae","Philodromidae","Pagiopalus","nigriventris",98.086,"Kilauea","escape","escape_04","Dicranopteris","escape_04_Dicranopteris",330,79,19.37484,-155.222518,"NAD83",200,400,"endemic","Araneae_98",13
"407","OTU159","Araneae","Philodromidae","Pagiopalus","nigriventris",98.086,"Kilauea","escape","escape_06","Dicranopteris","escape_06_Dicranopteris",334,21,19.3748318,-155.2201959,"NAD83",200,400,"endemic","Araneae_98",13
"408","OTU159","Araneae","Philodromidae","Pagiopalus","nigriventris",98.086,"Kilauea","escape","escape_87","Dicranopteris","escape_87_Dicranopteris",400,92,19.3769125,-155.2169597,"NAD83",200,400,"endemic","Araneae_98",13
"409","OTU159","Araneae","Philodromidae","Pagiopalus","nigriventris",98.086,"Kilauea","escape","escape_90","Dicranopteris","escape_90_Dicranopteris",403,345,19.3768154,-155.2197374,"NAD83",200,400,"endemic","Araneae_98",13
"410","OTU1591","Araneae","Tetragnathidae","Tetragnatha","eurychasma",100,"Kilauea","escape","escape_87","Dicranopteris","escape_87_Dicranopteris",400,5,19.3769125,-155.2169597,"NAD83",200,400,"endemic","Araneae_128",6
"411","OTU1619","Araneae","Tetragnathidae","Tetragnatha","Stardust",99.043,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,9,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_135",28
"412","OTU1619","Araneae","Tetragnathidae","Tetragnatha","Stardust",99.043,"Kilauea","escape","escape_90","Dicranopteris","escape_90_Dicranopteris",403,9,19.3768154,-155.2197374,"NAD83",200,400,"endemic","Araneae_135",28
"413","OTU1770","Araneae","Linyphiidae","Erigone","tirolensis",91.627,"Kilauea","escape","escape_04","Dicranopteris","escape_04_Dicranopteris",330,18,19.37484,-155.222518,"NAD83",200,400,"endemic","Araneae_58",5
"414","OTU1871","Araneae","Linyphiidae","Erigone","psychrophila",93.062,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,67,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_22",3
"415","OTU1871","Araneae","Linyphiidae","Erigone","psychrophila",93.062,"Kilauea","escape","escape_06","Dicranopteris","escape_06_Dicranopteris",334,6,19.3748318,-155.2201959,"NAD83",200,400,"endemic","Araneae_22",3
"416","OTU1871","Araneae","Linyphiidae","Erigone","psychrophila",93.062,"Kilauea","escape","escape_90","Dicranopteris","escape_90_Dicranopteris",403,27,19.3768154,-155.2197374,"NAD83",200,400,"endemic","Araneae_22",3
"417","OTU1929","Araneae","Tetragnathidae","Tetragnatha","acuta",97.608,"Kilauea","escape","escape_02","Dicranopteris","escape_02_Dicranopteris",385,17,19.375031,-155.2172007,"NAD83",200,400,"endemic","Araneae_10",11
"418","OTU207","Araneae","Theridiidae","Theridion","grallator",100,"Kilauea","escape","escape_87","Dicranopteris","escape_87_Dicranopteris",400,18,19.3769125,-155.2169597,"NAD83",200,400,"endemic","Araneae_139",4
